source,text,created_at,retweet_count,favorite_count,word_count,sentiment
Twitter for Android,A GREAT day!,Sun Jul 12 13:21:24 +0000 2015,647,1639,3,0.2886751345948129
Twitter for Android,"Convention Center officials in Phoenix don't want to admit that they broke the fire code by allowing 12-15,000 people in 4,000 code room.",Sun Jul 12 13:18:21 +0000 2015,572,1259,21,-0.49099025303098287
Twitter for BlackBerry,"Via @BreitbartNews by @AWRHawkins: ""TRUMP PREACHES PEACE THROUGH STRENGTH IN PHOENIX"" http://t.co/HCu2T8TFP2",Sun Jul 12 03:43:13 +0000 2015,623,1161,17,0.2789159687917829
Twitter for iPhone,I will not be able to attend the Miss USA pageant tomorrow night because I am campaigning in Phoenix.,Sun Jul 12 00:56:56 +0000 2015,674,2261,19,-0.2867696673382022
Twitter for iPhone,Wishing all well!,Sun Jul 12 00:56:56 +0000 2015,674,2261,3,0.9237604307034013
Twitter for BlackBerry,Legal immigrants want border security.,Sat Jul 11 19:06:50 +0000 2015,3443,4705,5,0.11180339887498948
Twitter for BlackBerry,It is common sense.,Sat Jul 11 19:06:50 +0000 2015,3443,4705,4,0
Twitter for BlackBerry,We must build a wall!,Sat Jul 11 19:06:50 +0000 2015,3443,4705,5,0.044721359549995794
Twitter for BlackBerry,Let's Make America Great Again!,Sat Jul 11 19:06:50 +0000 2015,3443,4705,5,0.22360679774997896
Twitter for BlackBerry,http://t.co/I5CybmR0MF,Sat Jul 11 19:06:50 +0000 2015,3443,4705,6,0
Twitter for BlackBerry,"Great @ANHQDC segment with @CharlesHurt: ""Breaking Down the Trump Factor"" http://t.co/PIo4YHPJlP Let's Make America Great Again!",Sat Jul 11 19:00:20 +0000 2015,229,445,20,0.0670820393249937
Twitter for BlackBerry,Today I am standing with patriots in Arizona for border security!,Sat Jul 11 16:55:19 +0000 2015,963,1741,11,0
Twitter for BlackBerry,Build a wall!,Sat Jul 11 16:55:19 +0000 2015,963,1741,3,0.05773502691896258
Twitter for BlackBerry,Let's Make America Great Again!,Sat Jul 11 16:55:19 +0000 2015,963,1741,5,0.22360679774997896
Twitter for BlackBerry,https://t.co/Ve6IxqXqfb,Sat Jul 11 16:55:19 +0000 2015,963,1741,5,0
Twitter for BlackBerry,"Today I will be rallying with with 15,000 patriots in Arizona for border security!",Sat Jul 11 16:48:29 +0000 2015,746,1583,13,0
Twitter for BlackBerry,Let's Make America Great Again!,Sat Jul 11 16:48:29 +0000 2015,746,1583,5,0.22360679774997896
Twitter for BlackBerry,https://t.co/u25yI5T7E8,Sat Jul 11 16:48:29 +0000 2015,746,1583,7,0
Twitter for BlackBerry,"Via @CNNPolitics by @mj_lee: ""Father of murder victim to introduce Trump in Phoenix"" http://t.co/JZuIg1cmEB",Sat Jul 11 16:37:38 +0000 2015,365,620,19,-0.3670651741928988
Twitter for Android,Getting ready to go to Las Vegas (Freedom Fest) - great crowd.,Sat Jul 11 14:49:40 +0000 2015,372,1064,11,0.6180982563844154
Twitter for Android,Then on to amazing Phoenix - that will be a total happening!,Sat Jul 11 14:49:40 +0000 2015,372,1064,11,0.15075567228888181
Twitter for Android,Love America.,Sat Jul 11 14:49:40 +0000 2015,372,1064,2,0.5303300858899106
Twitter for Android,Boycott @Macys and @Univision.,Sat Jul 11 11:46:36 +0000 2015,649,1132,4,-0.375
Twitter for Android,MAKE AMERICA GREAT AGAIN!,Sat Jul 11 11:46:36 +0000 2015,649,1132,4,0.25
Twitter for Android,Has anyone seen the financials of @Univision.,Sat Jul 11 11:44:39 +0000 2015,512,844,7,0
Twitter for Android,They are doing really badly.,Sat Jul 11 11:44:39 +0000 2015,512,844,5,-0.6037383539249432
Twitter for Android,Too much debt and not enough viewers.,Sat Jul 11 11:44:39 +0000 2015,512,844,7,-0.3779644730092272
Twitter for Android,Need money fast.,Sat Jul 11 11:44:39 +0000 2015,512,844,3,0.9237604307034013
Twitter for Android,Funny!,Sat Jul 11 11:44:39 +0000 2015,512,844,1,0.8
Twitter Web Client,The Republicans who want to cut SS &amp; Medicaid are wrong.,Sat Jul 11 08:23:29 +0000 2015,506,921,11,-0.30151134457776363
Twitter Web Client,A robust economy will Make America Great Again!,Sat Jul 11 08:23:29 +0000 2015,506,921,8,0.44194173824159216
Twitter Web Client,https://t.co/u25yI5T7E8,Sat Jul 11 08:23:29 +0000 2015,506,921,7,0
Twitter Web Client,Via @CBNNews by @TheBrodyFile: “Donald Trump To Brody File in 2011: People Send Me Bibles” http://t.co/5QWk3GgBiB,Sat Jul 11 08:22:02 +0000 2015,98,226,19,-0.022941573387056175
Twitter Web Client,A strong military will stop wars.,Sat Jul 11 08:21:32 +0000 2015,726,1299,6,-0.3674234614174768
Twitter Web Client,Peace through Strength!,Sat Jul 11 08:21:32 +0000 2015,726,1299,3,0.7216878364870323
Twitter Web Client,Let’s Make America Great Again!,Sat Jul 11 08:21:32 +0000 2015,726,1299,6,0.20412414523193154
Twitter Web Client,https://t.co/u25yI5T7E8,Sat Jul 11 08:21:32 +0000 2015,726,1299,7,0
Twitter Web Client,“Tone it down?,Sat Jul 11 08:20:39 +0000 2015,599,1014,3,0
Twitter Web Client,No way!,Sat Jul 11 08:20:39 +0000 2015,599,1014,2,0
Twitter Web Client,Donald Trump needs to crank up the volume” http://t.co/3qSUVRaf6f via @FoxNews by @toddstarnes,Sat Jul 11 08:20:39 +0000 2015,599,1014,17,-0.024253562503633298
Twitter for Android,I love that thousands of people are boycotting @Macys and cutting up credit cards.,Sat Jul 11 05:08:12 +0000 2015,1175,3005,14,0.09354143466934853
Twitter for Android,No guts no glory.,Sat Jul 11 05:08:12 +0000 2015,1175,3005,4,0.5
Twitter for Android,This really backfired - love it!,Sat Jul 11 05:08:12 +0000 2015,1175,3005,5,0.6037383539249432
Twitter for Android,Look forward to being in Phoenix tomorrow at 2:00 P.M.,Sat Jul 11 05:03:50 +0000 2015,475,1338,10,0.18973665961010275
Twitter for Android,Hottest ticket in entire country.,Sat Jul 11 05:03:50 +0000 2015,475,1338,5,-0.11180339887498948
Twitter for Android,"Was supposed to be 500 people, now many thousands!",Sat Jul 11 05:03:50 +0000 2015,475,1338,8,0
Twitter for BlackBerry,"Standing with Jamiel Shaw, Sabine Durdin, Don Rosenberg, Lupe Moreno, Brenda Sparks, Robin Hvidston &amp; their spouses.",Sat Jul 11 01:47:00 +0000 2015,603,1001,17,0
Twitter for BlackBerry,http://t.co/X67CF765jQ,Sat Jul 11 01:47:00 +0000 2015,603,1001,6,0
Twitter for BlackBerry,Our biggest problems are solved by growth.,Fri Jul 10 23:49:38 +0000 2015,882,1729,7,0.30237157840738177
Twitter for BlackBerry,We need a President who is a job creator.,Fri Jul 10 23:49:38 +0000 2015,882,1729,9,0.19999999999999998
Twitter for BlackBerry,Let’s Make America Great Again!,Fri Jul 10 23:49:38 +0000 2015,882,1729,6,0.20412414523193154
Twitter for BlackBerry,https://t.co/u25yI5T7E8,Fri Jul 10 23:49:38 +0000 2015,882,1729,7,0
Twitter for iPhone,http://t.co/PtViAyrO4A,Fri Jul 10 23:18:29 +0000 2015,3027,4345,5,0
Twitter Web Client,"Laura--Massive crowd, had to move to Phoenix Convention Center.",Fri Jul 10 18:21:36 +0000 2015,350,581,10,0.20554804791094466
Twitter Web Client,https://t.co/76fQCecDBd,Fri Jul 10 18:21:36 +0000 2015,350,581,4,0
Twitter Web Client,Via @nypost by @GeoffEarle: “Polls show ‘President Trump’ may not be so far-fetched” http://t.co/C3v63rb9pD,Fri Jul 10 17:14:56 +0000 2015,394,702,21,0.24003967925959166
Instagram,I want to #MakeAmericaGreatAgain https://t.co/sRePS1nvIq,Fri Jul 10 15:59:21 +0000 2015,531,1117,9,0
Twitter for BlackBerry,Jeb Bush just announced he raised over $100M.,Fri Jul 10 14:51:31 +0000 2015,1041,1512,8,0
Twitter for BlackBerry,Everyone of those people who contributed are getting something to the detriment of America!,Fri Jul 10 14:51:31 +0000 2015,1041,1512,14,-0.1336306209562122
Twitter for Android,Iran continues to delay the nuclear deal while doing many bad things behind our backs.,Fri Jul 10 13:25:34 +0000 2015,1110,1735,15,-0.4260281680828158
Twitter for Android,Time to WALK and double the sanctions.,Fri Jul 10 13:25:34 +0000 2015,1110,1735,7,0
Twitter for Android,Stop payments!,Fri Jul 10 13:25:34 +0000 2015,1110,1735,2,-0.282842712474619
Twitter for BlackBerry,"Via @trscoop: ""WHOA: Trump changing venues for Saturday rally in Arizona due to OVERWHELMING RESPONSE"" http://t.co/nryPS8aPxA",Fri Jul 10 09:31:56 +0000 2015,392,648,20,0.0670820393249937
Twitter for BlackBerry,"BREAKING - Border security rally in Phoenix, AZ at 2PM MST has been moved to @PhoenixConvCtr!",Fri Jul 10 01:55:07 +0000 2015,1115,2015,15,-0.15491933384829668
Twitter for BlackBerry,Build a wall!,Fri Jul 10 01:55:07 +0000 2015,1115,2015,3,0.05773502691896258
Twitter for BlackBerry,Let's Make America Great Again!,Fri Jul 10 01:55:07 +0000 2015,1115,2015,5,0.22360679774997896
Twitter Web Client,I'm on @CNN's @AC360 tonight @8pm &amp; @FoxNews' @seanhannity @ 10PM discussing immigration and lots of other things.#LetsMakeAmericaGreatAgain,Thu Jul 09 21:59:25 +0000 2015,526,1148,18,0
Twitter Web Client,"Via @CNNPolitics by @JDiamond1: “Trump: RNC call was 'congratulatory'”
http://t.co/9ZhIKiBqw5",Thu Jul 09 21:29:52 +0000 2015,158,303,13,-0.02773500981126146
Twitter Web Client,"""EXCLUSIVE — DONALD TRUMP ON THE GOP PRIMARY: ‘IF I WIN, I WILL BEAT HILLARY’"" http://t.co/wlz13nYels via @BreitbartNews by Katie McHugh",Thu Jul 09 21:14:43 +0000 2015,496,1004,24,0.20412414523193154
Twitter Web Client,"Via @BreitbartNews by Katie McHugh:""POLL: DONALD TRUMP LEADS THE PACK AS GOP FRONTRUNNER"" http://t.co/QHP8CZpM5q",Thu Jul 09 21:01:44 +0000 2015,452,786,20,0.0670820393249937
Twitter Web Client,Obama and Republicans are hollowing out our military.,Thu Jul 09 19:02:12 +0000 2015,840,1231,8,0
Twitter Web Client,Now want to cut troop levels.,Thu Jul 09 19:02:12 +0000 2015,840,1231,6,-0.10206207261596577
Twitter Web Client,Lowest level in over 20 years.,Thu Jul 09 19:02:12 +0000 2015,840,1231,5,-0.15652475842498526
Twitter Web Client,The elites want Common Core so they can take education out of parental control.,Thu Jul 09 18:54:25 +0000 2015,1205,1740,14,0
Twitter Web Client,NO!,Thu Jul 09 18:54:25 +0000 2015,1205,1740,1,0
Twitter Web Client,Let's Make America Great Again!,Thu Jul 09 18:54:25 +0000 2015,1205,1740,5,0.22360679774997896
Twitter Web Client,https://t.co/u25yI5T7E8,Thu Jul 09 18:54:25 +0000 2015,1205,1740,7,0
Twitter Web Client,"True, thanks.",Thu Jul 09 18:45:35 +0000 2015,431,1228,2,0.42426406871192845
Twitter Web Client,https://t.co/k0IxFL6NxK,Thu Jul 09 18:45:35 +0000 2015,431,1228,6,0
Twitter Web Client,Thanks.,Thu Jul 09 18:40:36 +0000 2015,142,457,1,0.6
Twitter Web Client,https://t.co/ewjfWYic4c,Thu Jul 09 18:40:36 +0000 2015,142,457,5,0
Twitter Web Client,“TRUMP BATTLES THE NEW TOTALITARIANS: GOP elites join with leftists at Media Matters in targeting threat to both” http://t.co/Vd9FaOVcjr,Thu Jul 09 18:32:55 +0000 2015,290,409,23,-0.08340576562282989
Twitter Web Client,Via “TRUMP: HILLARY PRESIDENCY WILL CAUSE ‘CRIME WAVE LIKE YOU’VE NEVER SEEN’” http://t.co/cTnLLwl1z4 via @BreitbartNews,Thu Jul 09 18:18:24 +0000 2015,429,595,20,0.03354101966249684
Twitter Web Client,"“@limbaugh: 'Trump Has Changed the Entire Debate on Immigration'”
  http://t.co/894aXjRXDn via @Newsmax_Media by Jason Devaney",Thu Jul 09 17:48:57 +0000 2015,414,610,19,0
Twitter Web Client,Why does a failed magazine like @Forbes constantly seek out trivial nonsense?,Thu Jul 09 17:12:11 +0000 2015,180,388,12,-0.2886751345948129
Twitter Web Client,Their circulation way down.,Thu Jul 09 17:12:11 +0000 2015,180,388,4,0
Twitter Web Client,@Clare_OC,Thu Jul 09 17:12:11 +0000 2015,180,388,2,0
Twitter Web Client,Dummy @Clare_OC @Forbes: Tiny fragrance deal with Parlux means nothing.,Thu Jul 09 17:11:40 +0000 2015,110,263,11,-0.07537783614444091
Twitter Web Client,Still sold at Trump Tower...,Thu Jul 09 17:11:40 +0000 2015,110,263,5,-0.044721359549995794
Twitter Web Client,"Dummy @Clare_OC from failing @Forbes magazine: NASCAR deal was 1 nite ballroom, ESPN was small golf outing...",Thu Jul 09 17:11:06 +0000 2015,127,275,17,-0.24253562503633297
Twitter Web Client,Dummy writer @Clare_OC from failing @Forbes magazine works so hard to make such trivial license deals look important…,Thu Jul 09 17:10:50 +0000 2015,95,219,19,-0.1720618004029213
Twitter Web Client,Via @EWErickson: “Stop Complaining About Donald Trump” http://t.co/CWx8gA5DTz,Thu Jul 09 16:45:36 +0000 2015,135,280,13,-0.41602514716892186
Twitter Web Client,Watched chief negotiator for Iran on @charlierose last night.,Thu Jul 09 16:36:24 +0000 2015,332,596,9,-0.13333333333333333
Twitter Web Client,He is far smarter than our reps—increase sanctions and walk!,Thu Jul 09 16:36:24 +0000 2015,332,596,11,0.30151134457776363
Twitter Web Client,Totally false reporting on my call with @Reince Priebus.,Thu Jul 09 13:25:11 +0000 2015,610,805,9,-0.36000000000000004
Twitter Web Client,"He called me, ten minutes, said I hit a “nerve"", doing well, end!",Thu Jul 09 13:25:11 +0000 2015,610,805,13,0.04160251471689219
Twitter for Android,"You mean George Bush sends our soldiers into combat, they are severely wounded, and then he wants $120,000 to make a boring speech to them?",Thu Jul 09 12:09:13 +0000 2015,1278,1515,24,-0.2551551815399144
Twitter for Android,"Jeb's brother George insisted on a $100,000 fee and $20,000 for a private jet to speak at a charity for severely wounded vets.",Thu Jul 09 11:25:43 +0000 2015,703,1150,21,0.2705901838926306
Twitter for Android,Not nice!,Thu Jul 09 11:25:43 +0000 2015,703,1150,2,-0.35355339059327373
Twitter for Android,Do you believe that highly overrated political pundit  @krauthammer said this is the best Republican field in 35 years.,Thu Jul 09 11:14:56 +0000 2015,267,575,18,0.01178511301977579
Twitter for Android,What a dope!,Thu Jul 09 11:14:56 +0000 2015,267,575,3,-0.14433756729740646
Twitter Web Client,Via @DailyCaller by @samsondunn: “Pastor To Hispanic Congregation Speaks Out On Trump Immigrant Crime Statement” http://t.co/rfWcQ7wcjf,Wed Jul 08 21:13:35 +0000 2015,335,412,20,-0.13416407864998736
Twitter for BlackBerry,"Via @mrctv by Ben Graham: ""Border Reports Back Up Trump's 'Rapists' Claim"" http://t.co/4UcpdSS8qK",Wed Jul 08 19:37:09 +0000 2015,573,649,17,0
Twitter for BlackBerry,Thank you @BrentBozell --- As you know I have been saying this for a long time http://t.co/4UcpdSS8qK,Wed Jul 08 19:26:29 +0000 2015,203,364,20,0.11180339887498948
Twitter Web Client,Via @businessinsider by @hunterw: “TRUMP UNLOADS: Hillary Clinton was 'the worst' and is 'extremely bad'” http://t.co/lPGSlczakP,Wed Jul 08 17:31:33 +0000 2015,376,573,19,-0.022941573387056175
Twitter Web Client,"Via @Ammoland by Fredy Riehl: “Donald Trump Talks: Gun Control, Assault Weapons, Gun Free Zones &amp; Self Defense” http://t.co/eLAVFVs6Zm",Wed Jul 08 14:34:08 +0000 2015,192,297,23,-0.22936585546278226
Twitter Web Client,"Dear @MaraLiasson, I greatly appreciate your fairness.",Wed Jul 08 14:21:31 +0000 2015,95,305,7,0.9373518930628835
Twitter Web Client,My history shows I never disappoint.,Wed Jul 08 14:21:31 +0000 2015,95,305,6,0.4082482904638631
Twitter Web Client,Looking forward to meeting you soon.,Wed Jul 08 14:21:31 +0000 2015,95,305,6,0.4082482904638631
Twitter Web Client,.@natalie_gulbis  Thank you for your support this morning on @GolfChannel.,Wed Jul 08 13:54:17 +0000 2015,105,351,11,0.30151134457776363
Twitter Web Client,"Even more importantly, play well this week!",Wed Jul 08 13:54:17 +0000 2015,105,351,7,0.13228756555322954
Twitter Web Client,Say hi to all.,Wed Jul 08 13:54:17 +0000 2015,105,351,4,0
Twitter Web Client,.@ronsirak Thank you for being so fair this morning on @GolfChannel—greatly appreciated.,Wed Jul 08 13:53:54 +0000 2015,94,287,13,0.7211102550927979
Twitter Web Client,"Via @Newsmax_Media by @ChrisRuddyNMX: ""Donald Trump and the End of Free Speech"" http://t.co/XU36opl7ZL",Wed Jul 08 13:30:35 +0000 2015,206,294,19,0.14912022701586514
Twitter for Android,I will be in California this weekend making a speech for Clint Eastwood.,Wed Jul 08 11:22:53 +0000 2015,846,1816,13,0.06933752452815364
Twitter for Android,Then to Arizona and Vegas.,Wed Jul 08 11:22:53 +0000 2015,846,1816,5,0
Twitter for Android,Big crowds.,Wed Jul 08 11:22:53 +0000 2015,846,1816,2,0.17677669529663687
Twitter for Android,Discussing illegals &amp; more!,Wed Jul 08 11:22:53 +0000 2015,846,1816,4,0
Twitter Web Client,We must restore the entrepreneurial spirit of our country.,Tue Jul 07 23:29:50 +0000 2015,1246,2311,9,0.3333333333333333
Twitter Web Client,A small business boom.,Tue Jul 07 23:29:50 +0000 2015,1246,2311,4,-0.2
Twitter Web Client,Let’s Make America Great Again!,Tue Jul 07 23:29:50 +0000 2015,1246,2311,6,0.20412414523193154
Twitter Web Client,https://t.co/u25yI5T7E8,Tue Jul 07 23:29:50 +0000 2015,1246,2311,7,0
Twitter Web Client,"Via @limbaugh: “See, Trump Told You So” http://t.co/ATsX4mdcGl",Tue Jul 07 23:25:53 +0000 2015,351,559,12,-0.02886751345948129
Twitter Web Client,“RUBIO’S GANG OF 8 BILL WOULD HAVE REWARDED SANCTUARY CITIES HARBORING ILLEGALS” http://t.co/on0rUCv4MG Marco is a politician-he flip flops!,Tue Jul 07 23:15:37 +0000 2015,853,928,25,-0.2
Twitter Web Client,"MUST READ-""It's time people listened to Trump,' says mother of gunned-down teenage football star"" http://t.co/7hs5RN8Qb7 SECURE THE BORDER!",Tue Jul 07 22:49:37 +0000 2015,1084,1286,25,0.2
Twitter Web Client,Wow!,Tue Jul 07 22:00:23 +0000 2015,1418,2856,1,0.5
Twitter Web Client,I hear that thousands of people are cutting up their @Macys credit card.,Tue Jul 07 22:00:23 +0000 2015,1418,2856,13,0.11094003924504584
Twitter Web Client,That's great.,Tue Jul 07 22:00:23 +0000 2015,1418,2856,2,0.35355339059327373
Twitter Web Client,#MakeAmericaGreatAgain!,Tue Jul 07 22:00:23 +0000 2015,1418,2856,1,0
Twitter Web Client,.@AnnCoulter U were great last nite @ericbolling on FOX.,Tue Jul 07 15:35:14 +0000 2015,727,1257,9,0.16666666666666666
Twitter Web Client,Our country has become a dumping ground for the world--I'll get it to stop &amp; fast!,Tue Jul 07 15:35:14 +0000 2015,727,1257,17,0.04850712500726658
Twitter Web Client,People rarely say that many conservatives didn’t vote for Mitt Romney.,Tue Jul 07 15:33:19 +0000 2015,631,1379,12,0
Twitter Web Client,"If I can get them to vote for me, we win in a landslide.",Tue Jul 07 15:33:19 +0000 2015,631,1379,14,0.0668153104781061
Twitter for Android,We have got to take our country back.,Tue Jul 07 02:48:36 +0000 2015,2391,4392,8,0
Twitter for Android,It's time!,Tue Jul 07 02:48:36 +0000 2015,2391,4392,2,0
Twitter Web Client,Thx to all the people who called to say they are cutting their @Macys credit card as a protest against illegal immigrants pouring into US,Mon Jul 06 17:14:42 +0000 2015,1492,3086,25,-0.22000000000000003
Twitter for Android,I said simply that the Mexican leaders and negotiators are smarter than ours and that the Mexican gov't is pushing their hard core to U.S.,Mon Jul 06 00:47:54 +0000 2015,738,1472,26,0.04902903378454601
Twitter for Android,"Thank you @loudobbsnews, I will be trying very hard to prove you right - great show!",Mon Jul 06 00:27:15 +0000 2015,175,541,15,0.8959501474226491
Twitter Web Client,"It is time to create jobs for Americans, not D.C.",Sun Jul 05 15:33:38 +0000 2015,1181,2141,11,0.18090680674665816
Twitter Web Client,We need a bold new direction.,Sun Jul 05 15:33:38 +0000 2015,1181,2141,6,0.4286607049870562
Twitter Web Client,Let’s Make America Great Again!,Sun Jul 05 15:33:38 +0000 2015,1181,2141,6,0.20412414523193154
Twitter Web Client,https://t.co/u25yI5T7E8,Sun Jul 05 15:33:38 +0000 2015,1181,2141,7,0
Twitter Web Client,Flashback – Jeb Bush says  illegal immigrants breaking our laws is an “act of love” http://t.co/p8yFzVuw8w He will never secure the border.,Sun Jul 05 15:23:20 +0000 2015,1282,1451,26,-0.31378581622109447
Twitter Web Client,Jeb Bush will never secure our border or negotiate great trade deals for American workers.,Sun Jul 05 15:02:22 +0000 2015,1117,1810,15,0.10327955589886445
Twitter Web Client,Jeb doesn't see &amp; can't solve the problems.,Sun Jul 05 15:02:22 +0000 2015,1117,1810,8,-0.10606601717798214
Twitter Web Client,I appreciate the GOP candidates who remain strong on border security.,Sun Jul 05 14:51:42 +0000 2015,1829,2897,11,0.30151134457776363
Twitter Web Client,They know I am right.,Sun Jul 05 14:51:42 +0000 2015,1829,2897,5,0.35777087639996635
Twitter Web Client,A nation without borders cannot survive.,Sun Jul 05 14:51:42 +0000 2015,1829,2897,6,-0.32659863237109044
Twitter Web Client,Rick Perry failed at the border.,Sun Jul 05 14:44:31 +0000 2015,1133,2048,6,-0.20412414523193154
Twitter Web Client,Now he is critical of me.,Sun Jul 05 14:44:31 +0000 2015,1133,2048,6,-0.24494897427831783
Twitter Web Client,He needs a new pair of glasses to see the crimes committed by illegal immigrants.,Sun Jul 05 14:44:31 +0000 2015,1133,2048,15,0.07745966692414835
Twitter for Android,"Miss Universe, Paulina Vega, criticized me for telling the truth about illegal immigration, but then said she would keep the crown-Hypocrite",Sun Jul 05 08:57:17 +0000 2015,3785,3509,22,-0.5596518804334774
Twitter Web Client,"Via @BreitbartNews: ""GAME ON: TRUMP RESPONDS TO JEB"" http://t.co/whpR1m7FFz",Sat Jul 04 22:48:59 +0000 2015,183,306,14,-0.02672612419124244
Twitter for Android,Why would Republican candidates want the support of Mitt Romney.,Sat Jul 04 22:28:56 +0000 2015,751,1324,10,0.15811388300841897
Twitter for Android,He lost an election against Obama that should NEVER have been lost!,Sat Jul 04 22:28:56 +0000 2015,751,1324,12,0
Twitter for Android,What about the undocumented immigrant with a record who killed the beautiful young women (in front of her father) in San Fran.,Sat Jul 04 22:15:01 +0000 2015,545,1019,22,0.01066003581778053
Twitter for Android,Get smart!,Sat Jul 04 22:15:01 +0000 2015,545,1019,2,0.35355339059327373
Twitter for Android,HAPPY 4TH OF JULY TO EVERYONE!,Sat Jul 04 13:16:44 +0000 2015,2647,4517,6,0.3061862178478973
Twitter for Android,MAKE AMERICA GREAT AGAIN!,Sat Jul 04 13:16:44 +0000 2015,2647,4517,4,0.25
Twitter for Android,I will be on @foxandfriends this morning at 8:30.,Sat Jul 04 12:05:49 +0000 2015,180,682,8,0
Twitter for Android,Enjoy!,Sat Jul 04 12:05:49 +0000 2015,180,682,1,0.75
Twitter for BlackBerry,"Via @CNNPolitics by @teddyschleifer: ""Trump: San Francisco killing shows perils of illegal immigration"" http://t.co/WJ872PRCO5",Sat Jul 04 02:59:15 +0000 2015,252,404,18,-0.43604918173170437
Twitter for iPhone,.@TheJuanWilliams you never speak well of me &amp; yet when I saw you at Fox you ran over like a child and wanted a picture.,Fri Jul 03 23:29:08 +0000 2015,1059,1856,25,0.059999999999999984
Twitter for iPhone,Please share pic!,Fri Jul 03 23:29:08 +0000 2015,1059,1856,3,0.8660254037844387
Twitter for iPhone,.@marcorubio what do you say to the family of Kathryn Steinle in CA who was viciously killed b/c we can't secure our border?,Fri Jul 03 23:26:22 +0000 2015,1425,1977,24,-0.4082482904638631
Twitter for iPhone,Stand up for US,Fri Jul 03 23:26:22 +0000 2015,1425,1977,4,0
Twitter Web Client,Where are the other candidates now that this tragic murder has taken place b/c of our unsafe border http://t.co/amaV7tqgAR We need a wall!,Fri Jul 03 22:44:54 +0000 2015,1448,1801,28,-0.3779644730092272
Twitter Web Client,My heartfelt condolences to the family of Kathryn Steinle.,Fri Jul 03 22:39:46 +0000 2015,568,1140,9,0.3333333333333333
Twitter Web Client,"Very, very sad!",Fri Jul 03 22:39:46 +0000 2015,568,1140,3,-0.5196152422706632
Twitter Web Client,Our Southern border is unsecure.,Fri Jul 03 22:12:24 +0000 2015,1457,2225,5,-0.11180339887498948
Twitter Web Client,"I am the only one that can fix it, nobody else has the guts to even talk about it.",Fri Jul 03 22:12:24 +0000 2015,1457,2225,19,-0.14912022701586514
Twitter Web Client,http://t.co/ujz3jENIYo,Fri Jul 03 22:12:24 +0000 2015,1457,2225,5,0
Twitter Web Client,Our Southern border is totally out of control.,Fri Jul 03 22:08:09 +0000 2015,808,1217,8,0
Twitter Web Client,This is an absolutely disgraceful.,Fri Jul 03 22:08:09 +0000 2015,808,1217,5,-0.40249223594996214
Twitter Web Client,situation.http://t.co/ujz3jENIYo We need border security!,Fri Jul 03 22:08:09 +0000 2015,808,1217,10,0
Twitter Web Client,Via @NRO by @JOELMENTUM: “Matchless Name Recognition and Deep Pockets Make Trump a Threat in Iowa” http://t.co/Wg3eBcDypo,Fri Jul 03 21:14:38 +0000 2015,134,264,21,-0.5695486935159402
Twitter for BlackBerry,We need jobs &amp; we need them fast.,Fri Jul 03 18:48:17 +0000 2015,740,1372,8,0.35355339059327373
Twitter for BlackBerry,I am a job creator.,Fri Jul 03 18:48:17 +0000 2015,740,1372,5,0.2683281572999747
Twitter for BlackBerry,None of the pols can or will.,Fri Jul 03 18:48:17 +0000 2015,740,1372,7,0
Twitter for BlackBerry,Let's Make America Great Again!,Fri Jul 03 18:48:17 +0000 2015,740,1372,5,0.22360679774997896
Twitter for BlackBerry,https://t.co/u25yI5T7E8,Fri Jul 03 18:48:17 +0000 2015,740,1372,7,0
Twitter for BlackBerry,Via @DailyCaller by @rpollockDC: “NYC Mayor Action Against Donald Trump Is ‘Not the American Way’” http://t.co/SnV1yXVs4P,Fri Jul 03 18:43:58 +0000 2015,217,380,21,-0.032732683535398856
Twitter Web Client,"""A nation that cannot control its borders is not a nation.""",Fri Jul 03 16:18:55 +0000 2015,2478,3679,11,0
Twitter Web Client,- President Ronald Reagan,Fri Jul 03 16:18:55 +0000 2015,2478,3679,3,0
Twitter for Android,"Wow, Huffington Post just stated that I am number 1 in the polls of Republican candidates.",Fri Jul 03 11:22:38 +0000 2015,1797,3552,15,0.12909944487358055
Twitter for Android,"Thank you, but the work has just begun!",Fri Jul 03 11:22:38 +0000 2015,1797,3552,8,0.37565047750535335
Twitter for Android,Mexican leaders and negotiators are much tougher and smarter than those of the U.S.,Fri Jul 03 11:09:51 +0000 2015,720,1349,15,0.34856850115866755
Twitter for Android,Mexico is killing us on jobs and trade.,Fri Jul 03 11:09:51 +0000 2015,720,1349,8,-0.2651650429449553
Twitter for Android,WAKE UP!,Fri Jul 03 11:09:51 +0000 2015,720,1349,2,0
Twitter for Android,"As Governor of Texas, Rick Perry could have done far more to secure the border - but that's O.K., I like him anyway!",Fri Jul 03 04:19:53 +0000 2015,220,607,23,0.012396181915693085
Twitter for Android,@GovernorPerry,Fri Jul 03 04:19:53 +0000 2015,220,607,1,0
Twitter Web Client,It is time to bring competence to Washington.,Thu Jul 02 19:47:31 +0000 2015,627,1215,8,0.282842712474619
Twitter Web Client,It is time get results.,Thu Jul 02 19:47:31 +0000 2015,627,1215,5,0.11180339887498948
Twitter Web Client,Let’s Make America Great Again!,Thu Jul 02 19:47:31 +0000 2015,627,1215,6,0.20412414523193154
Twitter Web Client,https://t.co/u25yI6aIvG,Thu Jul 02 19:47:31 +0000 2015,627,1215,6,0
